"LSOA11CD","LSOA21CD","LinkCode","Households","LSOA11Denom","LSOA21Denom","Prop11of21","Prop21of11","Category"
"E01000369","E01000369","E01000369_E01000369",629,629,629,1,1,"U"
"E01000370","E01000370","E01000370_E01000370",646,646,646,1,1,"U"
"E01000371","E01000371","E01000371_E01000371",629,629,629,1,1,"U"
"E01000372","E01000372","E01000372_E01000372",595,595,595,1,1,"U"
"E01000373","E01000373","E01000373_E01000373",434,434,434,1,1,"U"
"E01000374","E01000374","E01000374_E01000374",531,531,531,1,1,"U"
"E01000375","E01000375","E01000375_E01000375",784,784,784,1,1,"U"
"E01000376","E01000376","E01000376_E01000376",602,602,602,1,1,"U"
"E01000377","E01000377","E01000377_E01000377",647,647,647,1,1,"U"
"E01000378","E01033791","E01000378_E01033791",631,1206,631,1,0.523217247097844,"S"
"E01000378","E01033792","E01000378_E01033792",575,1206,575,1,0.476782752902156,"S"
"E01000379","E01000379","E01000379_E01000379",660,660,660,1,1,"U"
"E01000380","E01000380","E01000380_E01000380",900,900,900,1,1,"U"
"E01000381","E01000381","E01000381_E01000381",666,666,666,1,1,"U"
"E01000382","E01000382","E01000382_E01000382",592,592,592,1,1,"U"
"E01000383","E01000383","E01000383_E01000383",624,624,624,1,1,"U"
"E01000384","E01000384","E01000384_E01000384",761,761,761,1,1,"U"
"E01000385","E01000385","E01000385_E01000385",783,783,783,1,1,"U"
"E01000386","E01000386","E01000386_E01000386",643,643,643,1,1,"U"
"E01000387","E01000387","E01000387_E01000387",620,620,620,1,1,"U"
"E01000388","E01000388","E01000388_E01000388",609,609,609,1,1,"U"
"E01000389","E01000389","E01000389_E01000389",703,703,703,1,1,"U"
"E01000390","E01000390","E01000390_E01000390",517,517,517,1,1,"U"
"E01000391","E01000391","E01000391_E01000391",641,641,641,1,1,"U"
"E01000392","E01000392","E01000392_E01000392",751,751,751,1,1,"U"
"E01000393","E01000393","E01000393_E01000393",627,627,627,1,1,"U"
"E01000394","E01000394","E01000394_E01000394",659,659,659,1,1,"U"
"E01000395","E01000395","E01000395_E01000395",550,550,550,1,1,"U"
"E01000396","E01000396","E01000396_E01000396",507,507,507,1,1,"U"
"E01000398","E01000398","E01000398_E01000398",610,610,610,1,1,"U"
"E01000399","E01000399","E01000399_E01000399",617,617,617,1,1,"U"
"E01000400","E01000400","E01000400_E01000400",591,591,591,1,1,"U"
"E01000401","E01000401","E01000401_E01000401",694,694,694,1,1,"U"
"E01000402","E01000402","E01000402_E01000402",657,657,657,1,1,"U"
"E01000403","E01000403","E01000403_E01000403",1056,1056,1056,1,1,"U"
"E01000404","E01000404","E01000404_E01000404",1000,1000,1000,1,1,"U"
"E01000405","E01000405","E01000405_E01000405",558,558,558,1,1,"U"
"E01000406","E01000406","E01000406_E01000406",801,801,801,1,1,"U"
"E01000407","E01000407","E01000407_E01000407",737,737,737,1,1,"U"
"E01000408","E01000408","E01000408_E01000408",576,576,576,1,1,"U"
"E01000409","E01000409","E01000409_E01000409",659,659,659,1,1,"U"
"E01000410","E01000410","E01000410_E01000410",600,600,600,1,1,"U"
"E01000411","E01000411","E01000411_E01000411",559,559,559,1,1,"U"
"E01000412","E01000412","E01000412_E01000412",642,642,642,1,1,"U"
"E01000413","E01000413","E01000413_E01000413",518,518,518,1,1,"U"
"E01000414","E01000414","E01000414_E01000414",726,726,726,1,1,"U"
"E01000415","E01000415","E01000415_E01000415",517,517,517,1,1,"U"
"E01000416","E01000416","E01000416_E01000416",517,517,517,1,1,"U"
"E01000417","E01000417","E01000417_E01000417",682,682,682,1,1,"U"
"E01000418","E01000418","E01000418_E01000418",705,705,705,1,1,"U"
"E01000419","E01000419","E01000419_E01000419",582,582,582,1,1,"U"
"E01000420","E01000420","E01000420_E01000420",624,624,624,1,1,"U"
"E01000421","E01000421","E01000421_E01000421",588,588,588,1,1,"U"
"E01000422","E01000422","E01000422_E01000422",515,515,515,1,1,"U"
"E01000423","E01000423","E01000423_E01000423",590,590,590,1,1,"U"
"E01000424","E01000424","E01000424_E01000424",752,752,752,1,1,"U"
"E01000425","E01000425","E01000425_E01000425",611,611,611,1,1,"U"
"E01000426","E01000426","E01000426_E01000426",709,709,709,1,1,"U"
"E01000427","E01000427","E01000427_E01000427",943,943,943,1,1,"U"
"E01000428","E01000428","E01000428_E01000428",876,876,876,1,1,"U"
"E01000429","E01000429","E01000429_E01000429",715,715,715,1,1,"U"
"E01000430","E01000430","E01000430_E01000430",689,689,689,1,1,"U"
"E01000431","E01000431","E01000431_E01000431",431,431,431,1,1,"U"
"E01000432","E01033789","E01000432_E01033789",618,1105,618,1,0.559276018099548,"S"
"E01000432","E01033790","E01000432_E01033790",487,1105,487,1,0.440723981900452,"S"
"E01000433","E01000433","E01000433_E01000433",719,719,719,1,1,"U"
"E01000434","E01000434","E01000434_E01000434",572,572,572,1,1,"U"
"E01000435","E01000435","E01000435_E01000435",584,584,584,1,1,"U"
"E01000436","E01000436","E01000436_E01000436",622,622,622,1,1,"U"
"E01000437","E01000437","E01000437_E01000437",501,501,501,1,1,"U"
"E01000438","E01000438","E01000438_E01000438",598,598,598,1,1,"U"
"E01000439","E01000439","E01000439_E01000439",506,506,506,1,1,"U"
"E01000440","E01000440","E01000440_E01000440",511,511,511,1,1,"U"
"E01000441","E01000441","E01000441_E01000441",743,743,743,1,1,"U"
"E01000442","E01000442","E01000442_E01000442",625,625,625,1,1,"U"
"E01000443","E01000443","E01000443_E01000443",515,515,515,1,1,"U"
"E01000444","E01000444","E01000444_E01000444",631,631,631,1,1,"U"
"E01000445","E01000445","E01000445_E01000445",681,681,681,1,1,"U"
"E01000446","E01000446","E01000446_E01000446",598,598,598,1,1,"U"
"E01000447","E01000447","E01000447_E01000447",870,870,870,1,1,"U"
"E01000448","E01000448","E01000448_E01000448",518,518,518,1,1,"U"
"E01000449","E01000449","E01000449_E01000449",643,643,643,1,1,"U"
"E01000450","E01000450","E01000450_E01000450",626,626,626,1,1,"U"
"E01000451","E01000451","E01000451_E01000451",625,625,625,1,1,"U"
"E01000452","E01000452","E01000452_E01000452",493,493,493,1,1,"U"
"E01000453","E01000453","E01000453_E01000453",514,514,514,1,1,"U"
"E01000454","E01000454","E01000454_E01000454",628,628,628,1,1,"U"
"E01000455","E01000455","E01000455_E01000455",618,618,618,1,1,"U"
"E01000456","E01000456","E01000456_E01000456",480,480,480,1,1,"U"
"E01000457","E01000457","E01000457_E01000457",982,982,982,1,1,"U"
"E01000458","E01000458","E01000458_E01000458",686,686,686,1,1,"U"
"E01000459","E01000459","E01000459_E01000459",894,894,894,1,1,"U"
"E01000460","E01000460","E01000460_E01000460",493,493,493,1,1,"U"
"E01000461","E01000461","E01000461_E01000461",573,573,573,1,1,"U"
"E01000462","E01000462","E01000462_E01000462",830,830,830,1,1,"U"
"E01000463","E01000463","E01000463_E01000463",456,456,456,1,1,"U"
"E01000464","E01000464","E01000464_E01000464",554,554,554,1,1,"U"
"E01000465","E01000465","E01000465_E01000465",728,728,728,1,1,"U"
"E01000466","E01000466","E01000466_E01000466",583,583,583,1,1,"U"
"E01000467","E01000467","E01000467_E01000467",592,592,592,1,1,"U"
"E01000468","E01000468","E01000468_E01000468",941,941,941,1,1,"U"
"E01000469","E01000469","E01000469_E01000469",637,637,637,1,1,"U"
"E01000470","E01000470","E01000470_E01000470",531,531,531,1,1,"U"
"E01000471","E01000471","E01000471_E01000471",492,492,492,1,1,"U"
"E01000472","E01000472","E01000472_E01000472",932,932,932,1,1,"U"
"E01000473","E01000473","E01000473_E01000473",783,783,783,1,1,"U"
"E01000474","E01000474","E01000474_E01000474",510,510,510,1,1,"U"
"E01000475","E01000475","E01000475_E01000475",615,615,615,1,1,"U"
"E01000476","E01000476","E01000476_E01000476",559,559,559,1,1,"U"
"E01000477","E01000477","E01000477_E01000477",683,683,683,1,1,"U"
"E01000478","E01000478","E01000478_E01000478",716,716,716,1,1,"U"
"E01000479","E01000479","E01000479_E01000479",512,512,512,1,1,"U"
"E01000480","E01000480","E01000480_E01000480",516,516,516,1,1,"U"
"E01000481","E01000481","E01000481_E01000481",610,610,610,1,1,"U"
"E01000482","E01033931","E01000482_E01033931",450,1019,450,1,0.441609421000981,"S"
"E01000482","E01033932","E01000482_E01033932",569,1019,569,1,0.558390578999019,"S"
"E01000483","E01000483","E01000483_E01000483",654,654,654,1,1,"U"
"E01000484","E01000484","E01000484_E01000484",610,610,610,1,1,"U"
"E01000485","E01000485","E01000485_E01000485",537,537,537,1,1,"U"
"E01000486","E01000486","E01000486_E01000486",525,525,525,1,1,"U"
"E01000487","E01000487","E01000487_E01000487",704,704,704,1,1,"U"
"E01000488","E01000488","E01000488_E01000488",530,530,530,1,1,"U"
"E01000489","E01000489","E01000489_E01000489",681,681,681,1,1,"U"
"E01000490","E01000490","E01000490_E01000490",871,871,871,1,1,"U"
"E01000491","E01000491","E01000491_E01000491",864,864,864,1,1,"U"
"E01000492","E01000492","E01000492_E01000492",452,452,452,1,1,"U"
"E01000493","E01000493","E01000493_E01000493",574,574,574,1,1,"U"
"E01000494","E01000494","E01000494_E01000494",720,720,720,1,1,"U"
"E01000495","E01000495","E01000495_E01000495",783,783,783,1,1,"U"
"E01000497","E01000497","E01000497_E01000497",689,689,689,1,1,"U"
"E01000498","E01000498","E01000498_E01000498",515,515,515,1,1,"U"
"E01000499","E01000499","E01000499_E01000499",590,590,590,1,1,"U"
"E01000501","E01000501","E01000501_E01000501",754,754,754,1,1,"U"
"E01000502","E01000502","E01000502_E01000502",659,659,659,1,1,"U"
"E01000503","E01000503","E01000503_E01000503",782,782,782,1,1,"U"
"E01000504","E01000504","E01000504_E01000504",723,723,723,1,1,"U"
"E01000505","E01000505","E01000505_E01000505",563,563,563,1,1,"U"
"E01000506","E01000506","E01000506_E01000506",670,670,670,1,1,"U"
"E01000507","E01000507","E01000507_E01000507",528,528,528,1,1,"U"
"E01000508","E01000508","E01000508_E01000508",864,864,864,1,1,"U"
"E01000509","E01000509","E01000509_E01000509",454,454,454,1,1,"U"
"E01000510","E01000510","E01000510_E01000510",578,578,578,1,1,"U"
"E01000511","E01000511","E01000511_E01000511",559,559,559,1,1,"U"
"E01000512","E01000512","E01000512_E01000512",643,643,643,1,1,"U"
"E01000513","E01000513","E01000513_E01000513",470,470,470,1,1,"U"
"E01000514","E01000514","E01000514_E01000514",493,493,493,1,1,"U"
"E01000515","E01000515","E01000515_E01000515",652,652,652,1,1,"U"
"E01000516","E01000516","E01000516_E01000516",756,756,756,1,1,"U"
"E01000517","E01000517","E01000517_E01000517",479,479,479,1,1,"U"
"E01000518","E01000518","E01000518_E01000518",626,626,626,1,1,"U"
"E01000519","E01000519","E01000519_E01000519",632,632,632,1,1,"U"
"E01000520","E01000520","E01000520_E01000520",608,608,608,1,1,"U"
"E01000521","E01000521","E01000521_E01000521",940,940,940,1,1,"U"
"E01000522","E01000522","E01000522_E01000522",695,695,695,1,1,"U"
"E01000523","E01000523","E01000523_E01000523",869,869,869,1,1,"U"
"E01000524","E01000524","E01000524_E01000524",993,993,993,1,1,"U"
"E01000525","E01000525","E01000525_E01000525",741,741,741,1,1,"U"
"E01000526","E01000526","E01000526_E01000526",781,781,781,1,1,"U"
"E01000527","E01000527","E01000527_E01000527",734,734,734,1,1,"U"
"E01000528","E01000528","E01000528_E01000528",766,766,766,1,1,"U"
"E01000530","E01000530","E01000530_E01000530",666,666,666,1,1,"U"
"E01000531","E01000531","E01000531_E01000531",880,880,880,1,1,"U"
"E01000532","E01000532","E01000532_E01000532",567,567,567,1,1,"U"
"E01000533","E01000533","E01000533_E01000533",864,864,864,1,1,"U"
"E01000534","E01000534","E01000534_E01000534",655,655,655,1,1,"U"
"E01000535","E01000535","E01000535_E01000535",856,856,856,1,1,"U"
"E01000536","E01000536","E01000536_E01000536",500,500,500,1,1,"U"
"E01000538","E01000538","E01000538_E01000538",490,490,490,1,1,"U"
"E01000539","E01000539","E01000539_E01000539",530,530,530,1,1,"U"
"E01000540","E01000540","E01000540_E01000540",484,484,484,1,1,"U"
"E01000541","E01000541","E01000541_E01000541",489,489,489,1,1,"U"
"E01000543","E01000543","E01000543_E01000543",504,504,504,1,1,"U"
"E01000544","E01000544","E01000544_E01000544",733,733,733,1,1,"U"
"E01000545","E01000545","E01000545_E01000545",929,929,929,1,1,"U"
"E01000546","E01000546","E01000546_E01000546",758,758,758,1,1,"U"
"E01000547","E01000547","E01000547_E01000547",683,683,683,1,1,"U"
"E01000548","E01000548","E01000548_E01000548",996,996,996,1,1,"U"
"E01000549","E01000549","E01000549_E01000549",896,896,896,1,1,"U"
"E01000550","E01000550","E01000550_E01000550",886,886,886,1,1,"U"
"E01000551","E01000551","E01000551_E01000551",1192,1192,1192,1,1,"U"
"E01000552","E01000552","E01000552_E01000552",584,584,584,1,1,"U"
"E01000553","E01000553","E01000553_E01000553",739,739,739,1,1,"U"
"E01000554","E01000554","E01000554_E01000554",763,763,763,1,1,"U"
"E01000555","E01000555","E01000555_E01000555",511,511,511,1,1,"U"
"E01000556","E01000556","E01000556_E01000556",856,856,856,1,1,"U"
"E01000557","E01000557","E01000557_E01000557",831,831,831,1,1,"U"
"E01000558","E01000558","E01000558_E01000558",644,644,644,1,1,"U"
"E01000559","E01000559","E01000559_E01000559",652,652,652,1,1,"U"
"E01000560","E01000560","E01000560_E01000560",667,667,667,1,1,"U"
"E01000561","E01000561","E01000561_E01000561",822,822,822,1,1,"U"
"E01000562","E01000562","E01000562_E01000562",469,469,469,1,1,"U"
"E01000563","E01000563","E01000563_E01000563",474,474,474,1,1,"U"
"E01000564","E01000564","E01000564_E01000564",486,486,486,1,1,"U"
"E01000565","E01000565","E01000565_E01000565",485,485,485,1,1,"U"
"E01000566","E01000566","E01000566_E01000566",471,471,471,1,1,"U"
"E01000567","E01000567","E01000567_E01000567",454,454,454,1,1,"U"
"E01000568","E01000568","E01000568_E01000568",657,657,657,1,1,"U"
"E01000569","E01000569","E01000569_E01000569",482,482,482,1,1,"U"
"E01000570","E01000570","E01000570_E01000570",487,487,487,1,1,"U"
"E01000571","E01000571","E01000571_E01000571",495,495,495,1,1,"U"
"E01000572","E01000572","E01000572_E01000572",460,460,460,1,1,"U"
"E01000573","E01000573","E01000573_E01000573",482,482,482,1,1,"U"
"E01000574","E01000574","E01000574_E01000574",458,458,458,1,1,"U"
"E01000575","E01000575","E01000575_E01000575",645,645,645,1,1,"U"
"E01000576","E01000576","E01000576_E01000576",571,571,571,1,1,"U"
"E01000577","E01000577","E01000577_E01000577",873,873,873,1,1,"U"
"E01000578","E01000578","E01000578_E01000578",842,842,842,1,1,"U"
"E01000579","E01000579","E01000579_E01000579",662,662,662,1,1,"U"
"E01000580","E01000580","E01000580_E01000580",849,849,849,1,1,"U"
"E01000581","E01000581","E01000581_E01000581",584,584,584,1,1,"U"
"E01000582","E01000582","E01000582_E01000582",686,686,686,1,1,"U"
"E01000583","E01000583","E01000583_E01000583",903,903,903,1,1,"U"
"E01000584","E01000584","E01000584_E01000584",551,551,551,1,1,"U"
"E01000585","E01000585","E01000585_E01000585",594,594,594,1,1,"U"
"E01000586","E01000586","E01000586_E01000586",1117,1117,1117,1,1,"U"
"E01000587","E01000587","E01000587_E01000587",459,459,459,1,1,"U"
"E01000588","E01033929","E01000588_E01033929",554,1144,554,1,0.484265734265734,"S"
"E01000588","E01033930","E01000588_E01033930",590,1144,590,1,0.515734265734266,"S"
"E01000589","E01000589","E01000589_E01000589",799,799,799,1,1,"U"
"E01000590","E01000590","E01000590_E01000590",638,638,638,1,1,"U"
"E01000591","E01000591","E01000591_E01000591",645,645,645,1,1,"U"
"E01000592","E01000592","E01000592_E01000592",621,621,621,1,1,"U"
"E01000593","E01000593","E01000593_E01000593",669,669,669,1,1,"U"
"E01000594","E01000594","E01000594_E01000594",577,577,577,1,1,"U"
"E01000595","E01000595","E01000595_E01000595",626,626,626,1,1,"U"
"E01000596","E01000596","E01000596_E01000596",628,628,628,1,1,"U"
"E01000599","E01000599","E01000599_E01000599",757,757,757,1,1,"U"
"E01000600","E01033937","E01000600_E01033937",447,1663,447,1,0.26879134095009,"S"
"E01000600","E01033938","E01000600_E01033938",421,1663,421,1,0.253156945279615,"S"
"E01000600","E01033939","E01000600_E01033939",795,1663,795,1,0.478051713770295,"S"
"E01000601","E01000601","E01000601_E01000601",513,513,513,1,1,"U"
"E01000602","E01000602","E01000602_E01000602",507,507,507,1,1,"U"
"E01000603","E01000603","E01000603_E01000603",561,561,561,1,1,"U"
"E01000604","E01000604","E01000604_E01000604",519,519,519,1,1,"U"
"E01000605","E01000605","E01000605_E01000605",564,564,564,1,1,"U"
"E01000606","E01000606","E01000606_E01000606",578,578,578,1,1,"U"
"E01000607","E01000607","E01000607_E01000607",685,685,685,1,1,"U"
"E01000608","E01000608","E01000608_E01000608",842,842,842,1,1,"U"
"E01000609","E01000609","E01000609_E01000609",636,636,636,1,1,"U"
"E01000610","E01000610","E01000610_E01000610",684,684,684,1,1,"U"
"E01000611","E01000611","E01000611_E01000611",576,576,576,1,1,"U"
"E01000612","E01000612","E01000612_E01000612",554,554,554,1,1,"U"
"E01000613","E01000613","E01000613_E01000613",648,648,648,1,1,"U"
"E01000615","E01000615","E01000615_E01000615",826,826,826,1,1,"U"
"E01000616","E01000616","E01000616_E01000616",593,593,593,1,1,"U"
"E01000617","E01000617","E01000617_E01000617",722,722,722,1,1,"U"
"E01000618","E01000618","E01000618_E01000618",484,484,484,1,1,"U"
"E01000619","E01000619","E01000619_E01000619",475,475,475,1,1,"U"
"E01000620","E01000620","E01000620_E01000620",515,515,515,1,1,"U"
"E01000621","E01000621","E01000621_E01000621",515,515,515,1,1,"U"
"E01000622","E01000622","E01000622_E01000622",704,704,704,1,1,"U"
"E01000623","E01000623","E01000623_E01000623",568,568,568,1,1,"U"
"E01000624","E01000624","E01000624_E01000624",587,587,587,1,1,"U"
"E01000625","E01000625","E01000625_E01000625",586,586,586,1,1,"U"
"E01000626","E01000626","E01000626_E01000626",604,604,604,1,1,"U"
"E01000627","E01000627","E01000627_E01000627",689,689,689,1,1,"U"
"E01000628","E01000628","E01000628_E01000628",647,647,647,1,1,"U"
"E01000629","E01000629","E01000629_E01000629",624,624,624,1,1,"U"
"E01000630","E01000630","E01000630_E01000630",911,911,911,1,1,"U"
"E01000631","E01000631","E01000631_E01000631",567,567,567,1,1,"U"
"E01000632","E01000632","E01000632_E01000632",589,589,589,1,1,"U"
"E01000633","E01000633","E01000633_E01000633",616,616,616,1,1,"U"
"E01000634","E01000634","E01000634_E01000634",768,768,768,1,1,"U"
"E01000635","E01033935","E01000635_E01033935",588,1135,588,1,0.518061674008811,"S"
"E01000635","E01033936","E01000635_E01033936",547,1135,547,1,0.481938325991189,"S"
"E01000636","E01000636","E01000636_E01000636",769,769,769,1,1,"U"
"E01000637","E01000637","E01000637_E01000637",614,614,614,1,1,"U"
"E01000638","E01000638","E01000638_E01000638",794,794,794,1,1,"U"
"E01000639","E01000639","E01000639_E01000639",752,752,752,1,1,"U"
"E01000640","E01000640","E01000640_E01000640",799,799,799,1,1,"U"
"E01000641","E01000641","E01000641_E01000641",738,738,738,1,1,"U"
"E01000642","E01000642","E01000642_E01000642",1039,1039,1039,1,1,"U"
"E01000643","E01000643","E01000643_E01000643",902,902,902,1,1,"U"
"E01000644","E01000644","E01000644_E01000644",791,791,791,1,1,"U"
"E01000645","E01000645","E01000645_E01000645",541,541,541,1,1,"U"
"E01000646","E01000646","E01000646_E01000646",783,783,783,1,1,"U"
"E01000647","E01000647","E01000647_E01000647",652,652,652,1,1,"U"
"E01000648","E01000648","E01000648_E01000648",737,737,737,1,1,"U"
"E01000649","E01000649","E01000649_E01000649",835,835,835,1,1,"U"
"E01000650","E01000650","E01000650_E01000650",723,723,723,1,1,"U"
"E01000651","E01000651","E01000651_E01000651",630,630,630,1,1,"U"
"E01000652","E01000652","E01000652_E01000652",682,682,682,1,1,"U"
"E01000653","E01000653","E01000653_E01000653",599,599,599,1,1,"U"
"E01000654","E01000654","E01000654_E01000654",487,487,487,1,1,"U"
"E01000655","E01000655","E01000655_E01000655",486,486,486,1,1,"U"
"E01000656","E01000656","E01000656_E01000656",570,570,570,1,1,"U"
"E01000657","E01000657","E01000657_E01000657",677,677,677,1,1,"U"
"E01000658","E01000658","E01000658_E01000658",564,564,564,1,1,"U"
"E01000659","E01000659","E01000659_E01000659",529,529,529,1,1,"U"
"E01000661","E01000661","E01000661_E01000661",1169,1169,1169,1,1,"U"
"E01000662","E01000662","E01000662_E01000662",654,654,654,1,1,"U"
"E01000663","E01000663","E01000663_E01000663",650,650,650,1,1,"U"
"E01000664","E01000664","E01000664_E01000664",609,609,609,1,1,"U"
"E01000665","E01000665","E01000665_E01000665",744,744,744,1,1,"U"
"E01000666","E01000666","E01000666_E01000666",809,809,809,1,1,"U"
"E01000667","E01000667","E01000667_E01000667",631,631,631,1,1,"U"
"E01000668","E01000668","E01000668_E01000668",970,970,970,1,1,"U"
