"LSOA11CD","LSOA21CD","LinkCode","TotPersons","LSOA11Denom","LSOA21Denom","Prop11of21","Prop21of11","Category"
"E01021155","E01021155","E01021155_E01021155",1232,1232,1232,1,1,"U"
"E01021156","E01021156","E01021156_E01021156",1901,1901,1901,1,1,"U"
"E01021157","E01021157","E01021157_E01021157",1765,1765,1765,1,1,"U"
"E01021158","E01021158","E01021158_E01021158",2313,2313,2313,1,1,"U"
"E01021159","E01021159","E01021159_E01021159",2335,2335,2335,1,1,"U"
"E01021160","E01021160","E01021160_E01021160",1777,1777,1777,1,1,"U"
"E01021161","E01021161","E01021161_E01021161",1701,1701,1701,1,1,"U"
"E01021162","E01021162","E01021162_E01021162",1561,1561,1561,1,1,"U"
"E01021163","E01021163","E01021163_E01021163",2110,2110,2110,1,1,"U"
"E01021164","E01021164","E01021164_E01021164",1834,1834,1834,1,1,"U"
"E01021165","E01021165","E01021165_E01021165",1289,1289,1289,1,1,"U"
"E01021166","E01021166","E01021166_E01021166",2225,2225,2225,1,1,"U"
"E01021167","E01021167","E01021167_E01021167",2297,2297,2297,1,1,"U"
"E01021168","E01021168","E01021168_E01021168",1620,1620,1620,1,1,"U"
"E01021169","E01021169","E01021169_E01021169",1246,1246,1246,1,1,"U"
"E01021170","E01021170","E01021170_E01021170",2774,2774,2774,1,1,"U"
"E01021171","E01021171","E01021171_E01021171",2070,2070,2070,1,1,"U"
"E01021172","E01021172","E01021172_E01021172",1723,1723,1723,1,1,"U"
"E01021173","E01021173","E01021173_E01021173",1433,1433,1433,1,1,"U"
"E01021174","E01021174","E01021174_E01021174",2079,2079,2079,1,1,"U"
"E01021175","E01021175","E01021175_E01021175",1458,1458,1458,1,1,"U"
"E01021176","E01021176","E01021176_E01021176",1497,1497,1497,1,1,"U"
"E01021177","E01021177","E01021177_E01021177",1460,1460,1460,1,1,"U"
"E01021178","E01021178","E01021178_E01021178",1636,1636,1636,1,1,"U"
"E01021179","E01021179","E01021179_E01021179",1679,1679,1679,1,1,"U"
"E01021180","E01021180","E01021180_E01021180",1452,1452,1452,1,1,"U"
"E01021181","E01021181","E01021181_E01021181",1483,1483,1483,1,1,"U"
"E01021182","E01021182","E01021182_E01021182",1567,1567,1567,1,1,"U"
"E01021183","E01021183","E01021183_E01021183",1308,1308,1308,1,1,"U"
"E01021184","E01021184","E01021184_E01021184",1551,1551,1551,1,1,"U"
"E01021185","E01021185","E01021185_E01021185",1474,1474,1474,1,1,"U"
"E01021186","E01021186","E01021186_E01021186",1237,1237,1237,1,1,"U"
"E01021187","E01021187","E01021187_E01021187",1387,1387,1387,1,1,"U"
"E01021188","E01021188","E01021188_E01021188",1115,1115,1115,1,1,"U"
"E01021189","E01021189","E01021189_E01021189",1302,1302,1302,1,1,"U"
"E01021190","E01021190","E01021190_E01021190",1462,1462,1462,1,1,"U"
"E01021191","E01021191","E01021191_E01021191",1611,1611,1611,1,1,"U"
"E01021192","E01021192","E01021192_E01021192",1558,1558,1558,1,1,"U"
"E01021193","E01021193","E01021193_E01021193",1796,1796,1796,1,1,"U"
"E01021194","E01021194","E01021194_E01021194",1668,1668,1668,1,1,"U"
"E01021195","E01034299","E01021195_E01034299",1364,4174,1364,1,0.326784858648778,"S"
"E01021195","E01034300","E01021195_E01034300",1695,4174,1695,1,0.406085289889794,"S"
"E01021195","E01034301","E01021195_E01034301",1115,4174,1115,1,0.267129851461428,"S"
"E01021196","E01021196","E01021196_E01021196",2007,2007,2007,1,1,"U"
"E01021197","E01034302","E01021197_E01034302",1925,3208,1925,1,0.600062344139651,"S"
"E01021197","E01034303","E01021197_E01034303",1283,3208,1283,1,0.399937655860349,"S"
"E01021198","E01021198","E01021198_E01021198",1608,1608,1608,1,1,"U"
"E01021199","E01021199","E01021199_E01021199",1351,1351,1351,1,1,"U"
"E01021200","E01021200","E01021200_E01021200",1446,1446,1446,1,1,"U"
"E01021201","E01021201","E01021201_E01021201",1709,1709,1709,1,1,"U"
"E01021202","E01021202","E01021202_E01021202",1264,1264,1264,1,1,"U"
"E01021203","E01021203","E01021203_E01021203",1515,1515,1515,1,1,"U"
"E01021204","E01021204","E01021204_E01021204",1210,1210,1210,1,1,"U"
"E01021205","E01021205","E01021205_E01021205",1244,1244,1244,1,1,"U"
"E01021206","E01021206","E01021206_E01021206",1541,1541,1541,1,1,"U"
"E01021207","E01021207","E01021207_E01021207",1384,1384,1384,1,1,"U"
"E01021208","E01021208","E01021208_E01021208",2787,2787,2787,1,1,"U"
"E01021209","E01021209","E01021209_E01021209",2388,2388,2388,1,1,"U"
"E01021210","E01021210","E01021210_E01021210",1530,1530,1530,1,1,"U"
"E01021211","E01021211","E01021211_E01021211",1495,1495,1495,1,1,"U"
"E01021212","E01034304","E01021212_E01034304",1354,3265,1354,1,0.414701378254211,"S"
"E01021212","E01034305","E01021212_E01034305",1911,3265,1911,1,0.585298621745789,"S"
"E01021213","E01021213","E01021213_E01021213",1844,1844,1844,1,1,"U"
"E01021214","E01021214","E01021214_E01021214",1754,1754,1754,1,1,"U"
"E01021215","E01021215","E01021215_E01021215",1302,1302,1302,1,1,"U"
"E01021216","E01021216","E01021216_E01021216",1174,1174,1174,1,1,"U"
"E01021217","E01021217","E01021217_E01021217",1670,1670,1670,1,1,"U"
"E01021218","E01021218","E01021218_E01021218",1154,1154,1154,1,1,"U"
"E01021219","E01021219","E01021219_E01021219",1311,1311,1311,1,1,"U"
"E01021220","E01021220","E01021220_E01021220",1607,1607,1607,1,1,"U"
"E01021221","E01021221","E01021221_E01021221",1285,1285,1285,1,1,"U"
"E01021222","E01021222","E01021222_E01021222",1503,1503,1503,1,1,"U"
"E01021223","E01021223","E01021223_E01021223",1087,1087,1087,1,1,"U"
"E01021224","E01021224","E01021224_E01021224",1517,1517,1517,1,1,"U"
"E01021225","E01021225","E01021225_E01021225",1682,1682,1682,1,1,"U"
"E01021226","E01021226","E01021226_E01021226",1328,1328,1328,1,1,"U"
"E01021227","E01021227","E01021227_E01021227",2031,2031,2031,1,1,"U"
"E01021228","E01021228","E01021228_E01021228",1706,1706,1706,1,1,"U"
"E01021229","E01021229","E01021229_E01021229",1863,1863,1863,1,1,"U"
"E01021230","E01021230","E01021230_E01021230",1741,1741,1741,1,1,"U"
"E01021231","E01021231","E01021231_E01021231",1751,1751,1751,1,1,"U"
"E01021232","E01021232","E01021232_E01021232",1701,1701,1701,1,1,"U"
"E01021233","E01021233","E01021233_E01021233",1538,1538,1538,1,1,"U"
"E01021234","E01021234","E01021234_E01021234",1434,1434,1434,1,1,"U"
"E01021235","E01021235","E01021235_E01021235",1343,1343,1343,1,1,"U"
"E01021236","E01021236","E01021236_E01021236",1557,1557,1557,1,1,"U"
"E01021237","E01021237","E01021237_E01021237",1373,1373,1373,1,1,"U"
"E01021238","E01021238","E01021238_E01021238",1370,1370,1370,1,1,"U"
"E01021239","E01021239","E01021239_E01021239",1474,1474,1474,1,1,"U"
"E01021240","E01021240","E01021240_E01021240",1727,1727,1727,1,1,"U"
"E01021241","E01021241","E01021241_E01021241",1716,1716,1716,1,1,"U"
"E01021242","E01021242","E01021242_E01021242",1251,1251,1251,1,1,"U"
"E01021243","E01021243","E01021243_E01021243",1685,1685,1685,1,1,"U"
"E01021244","E01021244","E01021244_E01021244",1524,1524,1524,1,1,"U"
"E01021245","E01021245","E01021245_E01021245",1473,1473,1473,1,1,"U"
"E01021246","E01021246","E01021246_E01021246",1454,1454,1454,1,1,"U"
"E01021247","E01021247","E01021247_E01021247",1500,1500,1500,1,1,"U"
"E01021248","E01021248","E01021248_E01021248",1498,1498,1498,1,1,"U"
"E01021249","E01021249","E01021249_E01021249",1554,1554,1554,1,1,"U"
"E01021250","E01021250","E01021250_E01021250",1555,1555,1555,1,1,"U"
"E01021251","E01021251","E01021251_E01021251",1579,1579,1579,1,1,"U"
"E01021252","E01021252","E01021252_E01021252",1365,1365,1365,1,1,"U"
"E01021253","E01021253","E01021253_E01021253",1809,1809,1809,1,1,"U"
"E01021254","E01021254","E01021254_E01021254",1497,1497,1497,1,1,"U"
"E01021255","E01021255","E01021255_E01021255",1576,1576,1576,1,1,"U"
"E01021256","E01021256","E01021256_E01021256",1499,1499,1499,1,1,"U"
"E01021257","E01021257","E01021257_E01021257",1568,1568,1568,1,1,"U"
"E01021258","E01021258","E01021258_E01021258",1655,1655,1655,1,1,"U"
"E01021259","E01021259","E01021259_E01021259",1555,1555,1555,1,1,"U"
"E01021260","E01021260","E01021260_E01021260",1824,1824,1824,1,1,"U"
"E01021261","E01021261","E01021261_E01021261",1685,1685,1685,1,1,"U"
"E01021262","E01021262","E01021262_E01021262",1563,1563,1563,1,1,"U"
"E01021263","E01021263","E01021263_E01021263",1904,1904,1904,1,1,"U"
"E01021264","E01021264","E01021264_E01021264",1444,1444,1444,1,1,"U"
"E01021265","E01021265","E01021265_E01021265",1806,1806,1806,1,1,"U"
"E01021266","E01021266","E01021266_E01021266",1783,1783,1783,1,1,"U"
"E01021267","E01021267","E01021267_E01021267",1998,1998,1998,1,1,"U"
"E01021268","E01021268","E01021268_E01021268",1686,1686,1686,1,1,"U"
"E01021269","E01021269","E01021269_E01021269",2086,2086,2086,1,1,"U"
"E01021270","E01021270","E01021270_E01021270",2242,2242,2242,1,1,"U"
"E01021271","E01021271","E01021271_E01021271",1909,1909,1909,1,1,"U"
"E01021272","E01021272","E01021272_E01021272",1630,1630,1630,1,1,"U"
"E01021273","E01021273","E01021273_E01021273",1941,1941,1941,1,1,"U"
"E01021274","E01021274","E01021274_E01021274",1937,1937,1937,1,1,"U"
"E01021275","E01021275","E01021275_E01021275",1650,1650,1650,1,1,"U"
"E01021276","E01021276","E01021276_E01021276",1524,1524,1524,1,1,"U"
"E01021277","E01021277","E01021277_E01021277",1413,1413,1413,1,1,"U"
"E01021278","E01034354","E01021278_E01034354",2022,3532,2022,1,0.572480181200453,"S"
"E01021278","E01034355","E01021278_E01034355",1510,3532,1510,1,0.427519818799547,"S"
"E01021279","E01021279","E01021279_E01021279",1657,1657,1657,1,1,"U"
"E01021280","E01021280","E01021280_E01021280",1486,1486,1486,1,1,"U"
"E01021281","E01021281","E01021281_E01021281",1465,1465,1465,1,1,"U"
"E01021282","E01021282","E01021282_E01021282",1556,1556,1556,1,1,"U"
"E01021283","E01021283","E01021283_E01021283",1586,1586,1586,1,1,"U"
"E01021284","E01021284","E01021284_E01021284",1498,1498,1498,1,1,"U"
"E01021285","E01021285","E01021285_E01021285",1416,1416,1416,1,1,"U"
"E01021286","E01021286","E01021286_E01021286",2146,2146,2146,1,1,"U"
"E01021287","E01021287","E01021287_E01021287",1600,1600,1600,1,1,"U"
"E01021288","E01021288","E01021288_E01021288",1508,1508,1508,1,1,"U"
"E01021289","E01021289","E01021289_E01021289",1914,1914,1914,1,1,"U"
"E01021290","E01021290","E01021290_E01021290",1786,1786,1786,1,1,"U"
"E01021291","E01021291","E01021291_E01021291",2190,2190,2190,1,1,"U"
"E01021292","E01021292","E01021292_E01021292",2054,2054,2054,1,1,"U"
"E01021293","E01021293","E01021293_E01021293",1848,1848,1848,1,1,"U"
"E01021294","E01021294","E01021294_E01021294",1824,1824,1824,1,1,"U"
"E01021295","E01021295","E01021295_E01021295",1671,1671,1671,1,1,"U"
"E01021296","E01034356","E01021296_E01034356",1485,3125,1485,1,0.4752,"S"
"E01021296","E01034357","E01021296_E01034357",1640,3125,1640,1,0.5248,"S"
"E01021297","E01021297","E01021297_E01021297",2142,2142,2142,1,1,"U"
"E01021298","E01021298","E01021298_E01021298",1580,1580,1580,1,1,"U"
"E01021299","E01021299","E01021299_E01021299",1537,1537,1537,1,1,"U"
"E01021300","E01021300","E01021300_E01021300",2131,2131,2131,1,1,"U"
"E01021301","E01021301","E01021301_E01021301",1546,1546,1546,1,1,"U"
"E01021302","E01021302","E01021302_E01021302",1675,1675,1675,1,1,"U"
"E01021303","E01021303","E01021303_E01021303",1375,1375,1375,1,1,"U"
"E01021304","E01021304","E01021304_E01021304",1444,1444,1444,1,1,"U"
"E01021305","E01021305","E01021305_E01021305",1410,1410,1410,1,1,"U"
"E01021306","E01021306","E01021306_E01021306",1462,1462,1462,1,1,"U"
"E01021307","E01021307","E01021307_E01021307",1391,1391,1391,1,1,"U"
"E01021308","E01021308","E01021308_E01021308",1237,1237,1237,1,1,"U"
"E01021309","E01021309","E01021309_E01021309",1353,1353,1353,1,1,"U"
"E01021310","E01021310","E01021310_E01021310",1343,1343,1343,1,1,"U"
"E01021311","E01021311","E01021311_E01021311",1413,1413,1413,1,1,"U"
"E01021312","E01021312","E01021312_E01021312",1629,1629,1629,1,1,"U"
"E01021313","E01021313","E01021313_E01021313",1470,1470,1470,1,1,"U"
"E01021314","E01021314","E01021314_E01021314",1466,1466,1466,1,1,"U"
"E01021315","E01021315","E01021315_E01021315",1546,1546,1546,1,1,"U"
"E01021316","E01021316","E01021316_E01021316",1755,1755,1755,1,1,"U"
"E01021317","E01021317","E01021317_E01021317",1650,1650,1650,1,1,"U"
"E01021318","E01021318","E01021318_E01021318",2759,2759,2759,1,1,"U"
"E01021319","E01021319","E01021319_E01021319",2340,2340,2340,1,1,"U"
"E01021320","E01021320","E01021320_E01021320",1721,1721,1721,1,1,"U"
"E01021321","E01021321","E01021321_E01021321",1705,1705,1705,1,1,"U"
"E01021322","E01021322","E01021322_E01021322",1635,1635,1635,1,1,"U"
"E01021323","E01021323","E01021323_E01021323",1825,1825,1825,1,1,"U"
"E01021324","E01021324","E01021324_E01021324",1802,1802,1802,1,1,"U"
"E01021325","E01021325","E01021325_E01021325",1639,1639,1639,1,1,"U"
"E01021326","E01021326","E01021326_E01021326",1874,1874,1874,1,1,"U"
"E01021327","E01021327","E01021327_E01021327",1737,1737,1737,1,1,"U"
"E01021328","E01021328","E01021328_E01021328",1532,1532,1532,1,1,"U"
"E01021329","E01021329","E01021329_E01021329",1513,1513,1513,1,1,"U"
"E01021330","E01021330","E01021330_E01021330",1623,1623,1623,1,1,"U"
"E01021331","E01021331","E01021331_E01021331",1917,1917,1917,1,1,"U"
"E01021332","E01021332","E01021332_E01021332",1431,1431,1431,1,1,"U"
"E01021333","E01021333","E01021333_E01021333",1583,1583,1583,1,1,"U"
"E01021334","E01021334","E01021334_E01021334",1705,1705,1705,1,1,"U"
"E01021335","E01021335","E01021335_E01021335",1390,1390,1390,1,1,"U"
"E01021336","E01021336","E01021336_E01021336",1701,1701,1701,1,1,"U"
"E01021337","E01021337","E01021337_E01021337",1486,1486,1486,1,1,"U"
"E01021338","E01021338","E01021338_E01021338",2120,2120,2120,1,1,"U"
"E01021339","E01021339","E01021339_E01021339",1433,1433,1433,1,1,"U"
"E01021340","E01021340","E01021340_E01021340",1812,1812,1812,1,1,"U"
"E01021341","E01021341","E01021341_E01021341",1670,1670,1670,1,1,"U"
"E01021342","E01021342","E01021342_E01021342",1637,1637,1637,1,1,"U"
"E01021343","E01021343","E01021343_E01021343",1802,1802,1802,1,1,"U"
"E01021344","E01021344","E01021344_E01021344",2254,2254,2254,1,1,"U"
"E01021345","E01021345","E01021345_E01021345",2072,2072,2072,1,1,"U"
"E01021346","E01021346","E01021346_E01021346",2115,2115,2115,1,1,"U"
"E01021347","E01021347","E01021347_E01021347",2700,2700,2700,1,1,"U"
"E01021348","E01021348","E01021348_E01021348",1591,1591,1591,1,1,"U"
"E01021349","E01021349","E01021349_E01021349",1420,1420,1420,1,1,"U"
"E01021350","E01021350","E01021350_E01021350",1909,1909,1909,1,1,"U"
"E01021351","E01021351","E01021351_E01021351",1613,1613,1613,1,1,"U"
"E01021352","E01021352","E01021352_E01021352",1553,1553,1553,1,1,"U"
"E01021353","E01021353","E01021353_E01021353",1748,1748,1748,1,1,"U"
"E01021354","E01021354","E01021354_E01021354",1285,1285,1285,1,1,"U"
"E01021355","E01021355","E01021355_E01021355",2044,2044,2044,1,1,"U"
"E01021356","E01021356","E01021356_E01021356",1497,1497,1497,1,1,"U"
"E01021357","E01021357","E01021357_E01021357",1432,1432,1432,1,1,"U"
"E01021358","E01021358","E01021358_E01021358",2551,2551,2551,1,1,"U"
"E01021359","E01021359","E01021359_E01021359",2069,2069,2069,1,1,"U"
"E01021360","E01021360","E01021360_E01021360",1899,1899,1899,1,1,"U"
"E01021361","E01021361","E01021361_E01021361",1775,1775,1775,1,1,"U"
"E01021362","E01021362","E01021362_E01021362",2301,2301,2301,1,1,"U"
"E01021364","E01021364","E01021364_E01021364",1632,1632,1632,1,1,"U"
"E01021365","E01021365","E01021365_E01021365",2534,2534,2534,1,1,"U"
"E01021366","E01021366","E01021366_E01021366",1630,1630,1630,1,1,"U"
"E01021367","E01021367","E01021367_E01021367",1475,1475,1475,1,1,"U"
"E01021368","E01021368","E01021368_E01021368",1577,1577,1577,1,1,"U"
"E01021369","E01021369","E01021369_E01021369",2812,2812,2812,1,1,"U"
"E01021370","E01021370","E01021370_E01021370",1763,1763,1763,1,1,"U"
"E01021371","E01021371","E01021371_E01021371",1682,1682,1682,1,1,"U"
"E01021372","E01021372","E01021372_E01021372",1938,1938,1938,1,1,"U"
"E01021373","E01035155","E01021373_E01035155",1399,3071,1399,1,0.455551937479648,"S"
"E01021373","E01035156","E01021373_E01035156",1672,3071,1672,1,0.544448062520352,"S"
"E01021374","E01021374","E01021374_E01021374",1524,1524,1524,1,1,"U"
"E01021375","E01021375","E01021375_E01021375",1116,1116,1116,1,1,"U"
"E01021376","E01021376","E01021376_E01021376",1373,1373,1373,1,1,"U"
"E01021377","E01021377","E01021377_E01021377",1792,1792,1792,1,1,"U"
"E01021378","E01021378","E01021378_E01021378",1586,1586,1586,1,1,"U"
"E01021379","E01021379","E01021379_E01021379",1794,1794,1794,1,1,"U"
"E01021380","E01021380","E01021380_E01021380",2656,2656,2656,1,1,"U"
"E01021381","E01021381","E01021381_E01021381",1233,1233,1233,1,1,"U"
"E01021382","E01021382","E01021382_E01021382",1956,1956,1956,1,1,"U"
"E01021383","E01021383","E01021383_E01021383",2252,2252,2252,1,1,"U"
"E01021384","E01021384","E01021384_E01021384",2293,2293,2293,1,1,"U"
"E01021385","E01021385","E01021385_E01021385",1298,1298,1298,1,1,"U"
"E01021386","E01021386","E01021386_E01021386",1593,1593,1593,1,1,"U"
"E01021387","E01021387","E01021387_E01021387",2025,2025,2025,1,1,"U"
"E01021388","E01021388","E01021388_E01021388",1809,1809,1809,1,1,"U"
"E01021389","E01021389","E01021389_E01021389",2238,2238,2238,1,1,"U"
"E01021390","E01021390","E01021390_E01021390",1851,1851,1851,1,1,"U"
"E01021391","E01021391","E01021391_E01021391",1677,1677,1677,1,1,"U"
"E01021392","E01021392","E01021392_E01021392",1765,1765,1765,1,1,"U"
"E01021393","E01021393","E01021393_E01021393",1510,1510,1510,1,1,"U"
"E01021394","E01021394","E01021394_E01021394",1444,1444,1444,1,1,"U"
"E01021395","E01021395","E01021395_E01021395",1487,1487,1487,1,1,"U"
"E01021396","E01021396","E01021396_E01021396",1375,1375,1375,1,1,"U"
"E01021397","E01021397","E01021397_E01021397",2452,2452,2452,1,1,"U"
"E01021398","E01021398","E01021398_E01021398",1474,1474,1474,1,1,"U"
"E01021399","E01021399","E01021399_E01021399",1701,1701,1701,1,1,"U"
"E01021400","E01021400","E01021400_E01021400",1724,1724,1724,1,1,"U"
"E01021401","E01021401","E01021401_E01021401",1597,1597,1597,1,1,"U"
"E01021402","E01021402","E01021402_E01021402",2042,2042,2042,1,1,"U"
"E01021403","E01021403","E01021403_E01021403",1605,1605,1605,1,1,"U"
"E01021404","E01021404","E01021404_E01021404",2177,2177,2177,1,1,"U"
"E01021405","E01021405","E01021405_E01021405",2346,2346,2346,1,1,"U"
"E01021406","E01021406","E01021406_E01021406",2306,2306,2306,1,1,"U"
"E01021407","E01021407","E01021407_E01021407",2208,2208,2208,1,1,"U"
"E01021408","E01021408","E01021408_E01021408",1841,1841,1841,1,1,"U"
"E01021409","E01021409","E01021409_E01021409",1800,1800,1800,1,1,"U"
"E01021410","E01021410","E01021410_E01021410",1849,1849,1849,1,1,"U"
"E01021411","E01021411","E01021411_E01021411",1362,1362,1362,1,1,"U"
"E01021412","E01021412","E01021412_E01021412",1443,1443,1443,1,1,"U"
"E01021413","E01021413","E01021413_E01021413",1293,1293,1293,1,1,"U"
"E01021414","E01021414","E01021414_E01021414",2226,2226,2226,1,1,"U"
"E01021415","E01021415","E01021415_E01021415",1567,1567,1567,1,1,"U"
"E01021416","E01021416","E01021416_E01021416",1925,1925,1925,1,1,"U"
"E01021417","E01021417","E01021417_E01021417",1546,1546,1546,1,1,"U"
"E01021418","E01021418","E01021418_E01021418",1548,1548,1548,1,1,"U"
"E01021419","E01021419","E01021419_E01021419",1732,1732,1732,1,1,"U"
"E01021420","E01021420","E01021420_E01021420",1715,1715,1715,1,1,"U"
"E01021422","E01021422","E01021422_E01021422",1747,1747,1747,1,1,"U"
"E01021423","E01021423","E01021423_E01021423",1590,1590,1590,1,1,"U"
"E01021424","E01021424","E01021424_E01021424",2255,2255,2255,1,1,"U"
"E01021425","E01021425","E01021425_E01021425",1488,1488,1488,1,1,"U"
"E01021426","E01021426","E01021426_E01021426",1252,1252,1252,1,1,"U"
"E01021427","E01021427","E01021427_E01021427",1352,1352,1352,1,1,"U"
"E01021428","E01021428","E01021428_E01021428",1409,1409,1409,1,1,"U"
"E01021429","E01021429","E01021429_E01021429",1314,1314,1314,1,1,"U"
"E01021430","E01021430","E01021430_E01021430",2310,2310,2310,1,1,"U"
"E01021431","E01021431","E01021431_E01021431",1642,1642,1642,1,1,"U"
"E01021432","E01021432","E01021432_E01021432",1779,1779,1779,1,1,"U"
"E01021433","E01021433","E01021433_E01021433",2192,2192,2192,1,1,"U"
"E01021434","E01021434","E01021434_E01021434",1672,1672,1672,1,1,"U"
"E01021435","E01021435","E01021435_E01021435",1872,1872,1872,1,1,"U"
"E01021436","E01034358","E01021436_E01034358",1168,2639,1168,1,0.442591890867753,"S"
"E01021436","E01034360","E01021436_E01034360",1471,2639,1471,1,0.557408109132247,"S"
"E01021437","E01021437","E01021437_E01021437",1787,1787,1787,1,1,"U"
"E01021438","E01021438","E01021438_E01021438",2200,2200,2200,1,1,"U"
"E01021439","E01034359","E01021439_E01034359",1421,2644,1421,1,0.537443267776097,"S"
"E01021439","E01034361","E01021439_E01034361",1223,2644,1223,1,0.462556732223903,"S"
"E01021441","E01021441","E01021441_E01021441",1426,1426,1426,1,1,"U"
"E01021442","E01021442","E01021442_E01021442",1272,1272,1272,1,1,"U"
"E01021443","E01021443","E01021443_E01021443",1559,1559,1559,1,1,"U"
"E01021444","E01021444","E01021444_E01021444",1724,1724,1724,1,1,"U"
"E01021445","E01021445","E01021445_E01021445",2139,2139,2139,1,1,"U"
"E01021446","E01021446","E01021446_E01021446",1650,1650,1650,1,1,"U"
"E01021447","E01021447","E01021447_E01021447",2475,2475,2475,1,1,"U"
"E01021448","E01021448","E01021448_E01021448",1529,1529,1529,1,1,"U"
"E01021449","E01021449","E01021449_E01021449",1678,1678,1678,1,1,"U"
"E01021450","E01021450","E01021450_E01021450",1986,1986,1986,1,1,"U"
"E01021451","E01021451","E01021451_E01021451",1542,1542,1542,1,1,"U"
"E01021452","E01021452","E01021452_E01021452",1485,1485,1485,1,1,"U"
"E01021453","E01021453","E01021453_E01021453",1263,1263,1263,1,1,"U"
"E01021454","E01021454","E01021454_E01021454",1195,1195,1195,1,1,"U"
"E01021455","E01021455","E01021455_E01021455",1382,1382,1382,1,1,"U"
"E01021456","E01021456","E01021456_E01021456",1207,1207,1207,1,1,"U"
"E01021457","E01021457","E01021457_E01021457",1510,1510,1510,1,1,"U"
"E01021458","E01021458","E01021458_E01021458",1707,1707,1707,1,1,"U"
"E01021459","E01021459","E01021459_E01021459",1260,1260,1260,1,1,"U"
"E01021460","E01021460","E01021460_E01021460",1856,1856,1856,1,1,"U"
"E01021461","E01021461","E01021461_E01021461",1492,1492,1492,1,1,"U"
"E01021462","E01021462","E01021462_E01021462",1417,1417,1417,1,1,"U"
"E01021463","E01021463","E01021463_E01021463",1611,1611,1611,1,1,"U"
"E01021464","E01021464","E01021464_E01021464",1580,1580,1580,1,1,"U"
"E01021465","E01021465","E01021465_E01021465",1935,1935,1935,1,1,"U"
"E01021466","E01021466","E01021466_E01021466",1751,1751,1751,1,1,"U"
"E01021467","E01021467","E01021467_E01021467",1777,1777,1777,1,1,"U"
"E01021468","E01021468","E01021468_E01021468",2032,2032,2032,1,1,"U"
"E01021469","E01021469","E01021469_E01021469",1162,1162,1162,1,1,"U"
"E01021470","E01021470","E01021470_E01021470",1050,1050,1050,1,1,"U"
"E01021471","E01021471","E01021471_E01021471",1649,1649,1649,1,1,"U"
"E01021472","E01021472","E01021472_E01021472",1800,1800,1800,1,1,"U"
"E01021473","E01021473","E01021473_E01021473",1556,1556,1556,1,1,"U"
"E01021474","E01021474","E01021474_E01021474",1527,1527,1527,1,1,"U"
"E01021475","E01021475","E01021475_E01021475",1549,1549,1549,1,1,"U"
"E01021476","E01021476","E01021476_E01021476",1997,1997,1997,1,1,"U"
"E01021477","E01021477","E01021477_E01021477",1555,1555,1555,1,1,"U"
"E01021478","E01021478","E01021478_E01021478",1782,1782,1782,1,1,"U"
"E01021479","E01021479","E01021479_E01021479",1558,1558,1558,1,1,"U"
"E01021480","E01021480","E01021480_E01021480",1708,1708,1708,1,1,"U"
"E01021481","E01021481","E01021481_E01021481",1614,1614,1614,1,1,"U"
"E01021482","E01021482","E01021482_E01021482",1554,1554,1554,1,1,"U"
"E01021483","E01021483","E01021483_E01021483",1810,1810,1810,1,1,"U"
"E01021484","E01021484","E01021484_E01021484",1346,1346,1346,1,1,"U"
"E01021485","E01021485","E01021485_E01021485",1226,1226,1226,1,1,"U"
"E01021486","E01021486","E01021486_E01021486",1297,1297,1297,1,1,"U"
"E01021487","E01021487","E01021487_E01021487",1335,1335,1335,1,1,"U"
"E01021488","E01021488","E01021488_E01021488",1503,1503,1503,1,1,"U"
"E01021489","E01021489","E01021489_E01021489",1466,1466,1466,1,1,"U"
"E01021490","E01021490","E01021490_E01021490",1413,1413,1413,1,1,"U"
"E01021491","E01021491","E01021491_E01021491",1689,1689,1689,1,1,"U"
"E01021492","E01021492","E01021492_E01021492",1653,1653,1653,1,1,"U"
"E01021493","E01021493","E01021493_E01021493",1508,1508,1508,1,1,"U"
"E01021494","E01021494","E01021494_E01021494",1428,1428,1428,1,1,"U"
"E01021495","E01021495","E01021495_E01021495",2012,2012,2012,1,1,"U"
"E01021496","E01021496","E01021496_E01021496",1458,1458,1458,1,1,"U"
"E01021497","E01021497","E01021497_E01021497",1510,1510,1510,1,1,"U"
"E01021498","E01021498","E01021498_E01021498",1673,1673,1673,1,1,"U"
"E01021499","E01021499","E01021499_E01021499",1525,1525,1525,1,1,"U"
"E01021500","E01021500","E01021500_E01021500",2489,2489,2489,1,1,"U"
"E01021501","E01021501","E01021501_E01021501",1326,1326,1326,1,1,"U"
"E01021502","E01021502","E01021502_E01021502",1964,1964,1964,1,1,"U"
"E01021503","E01021503","E01021503_E01021503",1459,1459,1459,1,1,"U"
"E01021504","E01021504","E01021504_E01021504",1497,1497,1497,1,1,"U"
"E01021505","E01021505","E01021505_E01021505",1435,1435,1435,1,1,"U"
"E01021506","E01021506","E01021506_E01021506",1290,1290,1290,1,1,"U"
"E01021507","E01021507","E01021507_E01021507",1493,1493,1493,1,1,"U"
"E01021508","E01021508","E01021508_E01021508",1347,1347,1347,1,1,"U"
"E01021509","E01021509","E01021509_E01021509",1420,1420,1420,1,1,"U"
"E01021510","E01021510","E01021510_E01021510",1507,1507,1507,1,1,"U"
"E01021511","E01021511","E01021511_E01021511",1987,1987,1987,1,1,"U"
"E01021512","E01021512","E01021512_E01021512",1528,1528,1528,1,1,"U"
