"LSOA11CD","LSOA21CD","LinkCode","TotPersons","LSOA11Denom","LSOA21Denom","Prop11of21","Prop21of11","Category"
"E01009049","E01009049","E01009049_E01009049",1656,1656,1656,1,1,"U"
"E01009050","E01009050","E01009050_E01009050",2283,2283,2283,1,1,"U"
"E01009051","E01009051","E01009051_E01009051",1824,1824,1824,1,1,"U"
"E01009053","E01009053","E01009053_E01009053",1631,1631,1631,1,1,"U"
"E01009054","E01009054","E01009054_E01009054",1648,1648,1648,1,1,"U"
"E01009056","E01009056","E01009056_E01009056",2212,2212,2212,1,1,"U"
"E01009057","E01009057","E01009057_E01009057",1961,1961,1961,1,1,"U"
"E01009058","E01009058","E01009058_E01009058",1963,1963,1963,1,1,"U"
"E01009059","E01009059","E01009059_E01009059",1812,1812,1812,1,1,"U"
"E01009060","E01009060","E01009060_E01009060",1747,1747,1747,1,1,"U"
"E01009061","E01009061","E01009061_E01009061",1861,1861,1861,1,1,"U"
"E01009062","E01009062","E01009062_E01009062",1855,1855,1855,1,1,"U"
"E01009064","E01009064","E01009064_E01009064",1522,1522,1522,1,1,"U"
"E01009065","E01009065","E01009065_E01009065",1675,1675,1675,1,1,"U"
"E01009066","E01009066","E01009066_E01009066",1916,1916,1916,1,1,"U"
"E01009067","E01009067","E01009067_E01009067",1474,1474,1474,1,1,"U"
"E01009068","E01009068","E01009068_E01009068",1569,1569,1569,1,1,"U"
"E01009069","E01009069","E01009069_E01009069",1674,1674,1674,1,1,"U"
"E01009070","E01009070","E01009070_E01009070",1641,1641,1641,1,1,"U"
"E01009071","E01009071","E01009071_E01009071",1713,1713,1713,1,1,"U"
"E01009072","E01009072","E01009072_E01009072",1777,1777,1777,1,1,"U"
"E01009073","E01009073","E01009073_E01009073",1778,1778,1778,1,1,"U"
"E01009074","E01009074","E01009074_E01009074",1748,1748,1748,1,1,"U"
"E01009075","E01009075","E01009075_E01009075",1661,1661,1661,1,1,"U"
"E01009077","E01009077","E01009077_E01009077",1604,1604,1604,1,1,"U"
"E01009078","E01009078","E01009078_E01009078",1525,1525,1525,1,1,"U"
"E01009079","E01009079","E01009079_E01009079",1370,1370,1370,1,1,"U"
"E01009080","E01009080","E01009080_E01009080",1350,1350,1350,1,1,"U"
"E01009081","E01009081","E01009081_E01009081",1371,1371,1371,1,1,"U"
"E01009082","E01009082","E01009082_E01009082",1516,1516,1516,1,1,"U"
"E01009083","E01009083","E01009083_E01009083",1612,1612,1612,1,1,"U"
"E01009084","E01009084","E01009084_E01009084",1994,1994,1994,1,1,"U"
"E01009085","E01009085","E01009085_E01009085",2101,2101,2101,1,1,"U"
"E01009086","E01009086","E01009086_E01009086",2212,2212,2212,1,1,"U"
"E01009087","E01009087","E01009087_E01009087",1792,1792,1792,1,1,"U"
"E01009088","E01009088","E01009088_E01009088",1596,1596,1596,1,1,"U"
"E01009089","E01009089","E01009089_E01009089",1786,1786,1786,1,1,"U"
"E01009090","E01009090","E01009090_E01009090",2141,2141,2141,1,1,"U"
"E01009091","E01009091","E01009091_E01009091",1677,1677,1677,1,1,"U"
"E01009092","E01009092","E01009092_E01009092",1764,1764,1764,1,1,"U"
"E01009093","E01009093","E01009093_E01009093",1729,1729,1729,1,1,"U"
"E01009094","E01009094","E01009094_E01009094",1616,1616,1616,1,1,"U"
"E01009095","E01009095","E01009095_E01009095",1844,1844,1844,1,1,"U"
"E01009096","E01009096","E01009096_E01009096",1695,1695,1695,1,1,"U"
"E01009097","E01009097","E01009097_E01009097",2042,2042,2042,1,1,"U"
"E01009098","E01009098","E01009098_E01009098",2091,2091,2091,1,1,"U"
"E01009099","E01009099","E01009099_E01009099",1739,1739,1739,1,1,"U"
"E01009100","E01009100","E01009100_E01009100",1973,1973,1973,1,1,"U"
"E01009101","E01009101","E01009101_E01009101",1499,1499,1499,1,1,"U"
"E01009102","E01009102","E01009102_E01009102",1646,1646,1646,1,1,"U"
"E01009103","E01009103","E01009103_E01009103",1596,1596,1596,1,1,"U"
"E01009104","E01009104","E01009104_E01009104",1708,1708,1708,1,1,"U"
"E01009105","E01009105","E01009105_E01009105",1797,1797,1797,1,1,"U"
"E01009106","E01009106","E01009106_E01009106",1358,1358,1358,1,1,"U"
"E01009107","E01009107","E01009107_E01009107",1647,1647,1647,1,1,"U"
"E01009108","E01009108","E01009108_E01009108",933,933,933,1,1,"U"
"E01009109","E01009109","E01009109_E01009109",1428,1428,1428,1,1,"U"
"E01009110","E01009110","E01009110_E01009110",1371,1371,1371,1,1,"U"
"E01009111","E01009111","E01009111_E01009111",1559,1559,1559,1,1,"U"
"E01009112","E01009112","E01009112_E01009112",1609,1609,1609,1,1,"U"
"E01009113","E01009113","E01009113_E01009113",1821,1821,1821,1,1,"U"
"E01009114","E01009114","E01009114_E01009114",1409,1409,1409,1,1,"U"
"E01009115","E01009115","E01009115_E01009115",1423,1423,1423,1,1,"U"
"E01009116","E01009116","E01009116_E01009116",1376,1376,1376,1,1,"U"
"E01009117","E01009117","E01009117_E01009117",2077,2077,2077,1,1,"U"
"E01009118","E01009118","E01009118_E01009118",1558,1558,1558,1,1,"U"
"E01009119","E01009119","E01009119_E01009119",1445,1445,1445,1,1,"U"
"E01009120","E01009120","E01009120_E01009120",1764,1764,1764,1,1,"U"
"E01009121","E01034913","E01009121_E01034913",1288,3114,1288,1,0.413615928066795,"S"
"E01009121","E01034914","E01009121_E01034914",1826,3114,1826,1,0.586384071933205,"S"
"E01009122","E01009122","E01009122_E01009122",1602,1602,1602,1,1,"U"
"E01009123","E01009123","E01009123_E01009123",1636,1636,1636,1,1,"U"
"E01009124","E01009124","E01009124_E01009124",2081,2081,2081,1,1,"U"
"E01009125","E01009125","E01009125_E01009125",2039,2039,2039,1,1,"U"
"E01009126","E01009126","E01009126_E01009126",1484,1484,1484,1,1,"U"
"E01009127","E01009127","E01009127_E01009127",1540,1540,1540,1,1,"U"
"E01009128","E01009128","E01009128_E01009128",1369,1369,1369,1,1,"U"
"E01009129","E01009129","E01009129_E01009129",1590,1590,1590,1,1,"U"
"E01009130","E01009130","E01009130_E01009130",1513,1513,1513,1,1,"U"
"E01009131","E01009131","E01009131_E01009131",1471,1471,1471,1,1,"U"
"E01009132","E01009132","E01009132_E01009132",1545,1545,1545,1,1,"U"
"E01009133","E01009133","E01009133_E01009133",1487,1487,1487,1,1,"U"
"E01009134","E01009134","E01009134_E01009134",1681,1681,1681,1,1,"U"
"E01009135","E01009135","E01009135_E01009135",1414,1414,1414,1,1,"U"
"E01009136","E01009136","E01009136_E01009136",1737,1737,1737,1,1,"U"
"E01009137","E01009137","E01009137_E01009137",1607,1607,1607,1,1,"U"
"E01009138","E01009138","E01009138_E01009138",2147,2147,2147,1,1,"U"
"E01009139","E01009139","E01009139_E01009139",1591,1591,1591,1,1,"U"
"E01009140","E01009140","E01009140_E01009140",2165,2165,2165,1,1,"U"
"E01009141","E01009141","E01009141_E01009141",1922,1922,1922,1,1,"U"
"E01009143","E01009143","E01009143_E01009143",1882,1882,1882,1,1,"U"
"E01009145","E01009145","E01009145_E01009145",2096,2096,2096,1,1,"U"
"E01009146","E01009146","E01009146_E01009146",2257,2257,2257,1,1,"U"
"E01009147","E01009147","E01009147_E01009147",1905,1905,1905,1,1,"U"
"E01009151","E01009151","E01009151_E01009151",2050,2050,2050,1,1,"U"
"E01009152","E01009152","E01009152_E01009152",1940,1940,1940,1,1,"U"
"E01009153","E01009153","E01009153_E01009153",2104,2104,2104,1,1,"U"
"E01009155","E01009155","E01009155_E01009155",1320,1320,1320,1,1,"U"
"E01009157","E01009157","E01009157_E01009157",1439,1439,1439,1,1,"U"
"E01009158","E01009158","E01009158_E01009158",2337,2337,2337,1,1,"U"
"E01009159","E01009159","E01009159_E01009159",2223,2223,2223,1,1,"U"
"E01009160","E01009160","E01009160_E01009160",1641,1641,1641,1,1,"U"
"E01009161","E01009161","E01009161_E01009161",1441,1441,1441,1,1,"U"
"E01009162","E01009162","E01009162_E01009162",1607,1607,1607,1,1,"U"
"E01009163","E01034944","E01009163_E01034944",1315,2800,1315,1,0.469642857142857,"S"
"E01009163","E01034945","E01009163_E01034945",1485,2800,1485,1,0.530357142857143,"S"
"E01009164","E01009164","E01009164_E01009164",1436,1436,1436,1,1,"U"
"E01009165","E01009165","E01009165_E01009165",1380,1380,1380,1,1,"U"
"E01009166","E01009166","E01009166_E01009166",1306,1306,1306,1,1,"U"
"E01009167","E01009167","E01009167_E01009167",1494,1494,1494,1,1,"U"
"E01009168","E01009168","E01009168_E01009168",1428,1428,1428,1,1,"U"
"E01009169","E01009169","E01009169_E01009169",1669,1669,1669,1,1,"U"
"E01009170","E01009170","E01009170_E01009170",1487,1487,1487,1,1,"U"
"E01009171","E01009171","E01009171_E01009171",1648,1648,1648,1,1,"U"
"E01009172","E01009172","E01009172_E01009172",1451,1451,1451,1,1,"U"
"E01009173","E01009173","E01009173_E01009173",1727,1727,1727,1,1,"U"
"E01009174","E01009174","E01009174_E01009174",1217,1217,1217,1,1,"U"
"E01009175","E01009175","E01009175_E01009175",1454,1454,1454,1,1,"U"
"E01009176","E01009176","E01009176_E01009176",1742,1742,1742,1,1,"U"
"E01009177","E01009177","E01009177_E01009177",1527,1527,1527,1,1,"U"
"E01009178","E01009178","E01009178_E01009178",1648,1648,1648,1,1,"U"
"E01009179","E01009179","E01009179_E01009179",1648,1648,1648,1,1,"U"
"E01009182","E01009182","E01009182_E01009182",1625,1625,1625,1,1,"U"
"E01009183","E01009183","E01009183_E01009183",1644,1644,1644,1,1,"U"
"E01009184","E01009184","E01009184_E01009184",1511,1511,1511,1,1,"U"
"E01009185","E01009185","E01009185_E01009185",1700,1700,1700,1,1,"U"
"E01009186","E01009186","E01009186_E01009186",1831,1831,1831,1,1,"U"
"E01009187","E01009187","E01009187_E01009187",1501,1501,1501,1,1,"U"
"E01009188","E01009188","E01009188_E01009188",1474,1474,1474,1,1,"U"
"E01009189","E01009189","E01009189_E01009189",1411,1411,1411,1,1,"U"
"E01009192","E01009192","E01009192_E01009192",2765,2765,2765,1,1,"U"
"E01009194","E01034931","E01009194_E01034931",1822,3371,1822,1,0.540492435479086,"S"
"E01009194","E01034932","E01009194_E01034932",1549,3371,1549,1,0.459507564520914,"S"
"E01009195","E01009195","E01009195_E01009195",2671,2671,2671,1,1,"U"
"E01009197","E01009197","E01009197_E01009197",1940,1940,1940,1,1,"U"
"E01009198","E01034935","E01009198_E01034935",1849,1849,3401,0.543663628344605,1,"M"
"E01009199","E01009199","E01009199_E01009199",1442,1442,1442,1,1,"U"
"E01009200","E01009200","E01009200_E01009200",1833,1833,1833,1,1,"U"
"E01009201","E01009201","E01009201_E01009201",1940,1940,1940,1,1,"U"
"E01009202","E01009202","E01009202_E01009202",1790,1790,1790,1,1,"U"
"E01009203","E01034927","E01009203_E01034927",1770,3273,1770,1,0.540788267644363,"S"
"E01009203","E01034928","E01009203_E01034928",1503,3273,1503,1,0.459211732355637,"S"
"E01009204","E01009204","E01009204_E01009204",2176,2176,2176,1,1,"U"
"E01009205","E01009205","E01009205_E01009205",1570,1570,1570,1,1,"U"
"E01009206","E01009206","E01009206_E01009206",1515,1515,1515,1,1,"U"
"E01009207","E01009207","E01009207_E01009207",1678,1678,1678,1,1,"U"
"E01009208","E01009208","E01009208_E01009208",1899,1899,1899,1,1,"U"
"E01009209","E01009209","E01009209_E01009209",1843,1843,1843,1,1,"U"
"E01009210","E01009210","E01009210_E01009210",1857,1857,1857,1,1,"U"
"E01009211","E01009211","E01009211_E01009211",1358,1358,1358,1,1,"U"
"E01009212","E01009212","E01009212_E01009212",1792,1792,1792,1,1,"U"
"E01009213","E01009213","E01009213_E01009213",1545,1545,1545,1,1,"U"
"E01009214","E01009214","E01009214_E01009214",1664,1664,1664,1,1,"U"
"E01009215","E01009215","E01009215_E01009215",1809,1809,1809,1,1,"U"
"E01009216","E01009216","E01009216_E01009216",2120,2120,2120,1,1,"U"
"E01009217","E01009217","E01009217_E01009217",1504,1504,1504,1,1,"U"
"E01009218","E01009218","E01009218_E01009218",1621,1621,1621,1,1,"U"
"E01009219","E01009219","E01009219_E01009219",1472,1472,1472,1,1,"U"
"E01009220","E01009220","E01009220_E01009220",1529,1529,1529,1,1,"U"
"E01009221","E01009221","E01009221_E01009221",1522,1522,1522,1,1,"U"
"E01009222","E01009222","E01009222_E01009222",1547,1547,1547,1,1,"U"
"E01009223","E01009223","E01009223_E01009223",1586,1586,1586,1,1,"U"
"E01009224","E01009224","E01009224_E01009224",1415,1415,1415,1,1,"U"
"E01009225","E01009225","E01009225_E01009225",1645,1645,1645,1,1,"U"
"E01009226","E01009226","E01009226_E01009226",1448,1448,1448,1,1,"U"
"E01009227","E01009227","E01009227_E01009227",1667,1667,1667,1,1,"U"
"E01009228","E01009228","E01009228_E01009228",1562,1562,1562,1,1,"U"
"E01009229","E01009229","E01009229_E01009229",1590,1590,1590,1,1,"U"
"E01009230","E01009230","E01009230_E01009230",1654,1654,1654,1,1,"U"
"E01009231","E01009231","E01009231_E01009231",1942,1942,1942,1,1,"U"
"E01009232","E01009232","E01009232_E01009232",1556,1556,1556,1,1,"U"
"E01009233","E01009233","E01009233_E01009233",1603,1603,1603,1,1,"U"
"E01009234","E01009234","E01009234_E01009234",1464,1464,1464,1,1,"U"
"E01009235","E01009235","E01009235_E01009235",1666,1666,1666,1,1,"U"
"E01009236","E01009236","E01009236_E01009236",1550,1550,1550,1,1,"U"
"E01009237","E01009237","E01009237_E01009237",1474,1474,1474,1,1,"U"
"E01009238","E01009238","E01009238_E01009238",1760,1760,1760,1,1,"U"
"E01009239","E01009239","E01009239_E01009239",1480,1480,1480,1,1,"U"
"E01009240","E01009240","E01009240_E01009240",1526,1526,1526,1,1,"U"
"E01009241","E01009241","E01009241_E01009241",1781,1781,1781,1,1,"U"
"E01009242","E01009242","E01009242_E01009242",2071,2071,2071,1,1,"U"
"E01009243","E01009243","E01009243_E01009243",1845,1845,1845,1,1,"U"
"E01009244","E01009244","E01009244_E01009244",1858,1858,1858,1,1,"U"
"E01009245","E01009245","E01009245_E01009245",1474,1474,1474,1,1,"U"
"E01009246","E01009246","E01009246_E01009246",1561,1561,1561,1,1,"U"
"E01009247","E01009247","E01009247_E01009247",1557,1557,1557,1,1,"U"
"E01009248","E01009248","E01009248_E01009248",1756,1756,1756,1,1,"U"
"E01009249","E01009249","E01009249_E01009249",1598,1598,1598,1,1,"U"
"E01009250","E01009250","E01009250_E01009250",1713,1713,1713,1,1,"U"
"E01009251","E01009251","E01009251_E01009251",1491,1491,1491,1,1,"U"
"E01009252","E01009252","E01009252_E01009252",1615,1615,1615,1,1,"U"
"E01009253","E01009253","E01009253_E01009253",1598,1598,1598,1,1,"U"
"E01009254","E01009254","E01009254_E01009254",1886,1886,1886,1,1,"U"
"E01009255","E01009255","E01009255_E01009255",1544,1544,1544,1,1,"U"
"E01009256","E01009256","E01009256_E01009256",1678,1678,1678,1,1,"U"
"E01009257","E01009257","E01009257_E01009257",1621,1621,1621,1,1,"U"
"E01009258","E01009258","E01009258_E01009258",1570,1570,1570,1,1,"U"
"E01009259","E01009259","E01009259_E01009259",1707,1707,1707,1,1,"U"
"E01009260","E01009260","E01009260_E01009260",1583,1583,1583,1,1,"U"
"E01009261","E01009261","E01009261_E01009261",1795,1795,1795,1,1,"U"
"E01009262","E01009262","E01009262_E01009262",1789,1789,1789,1,1,"U"
"E01009263","E01009263","E01009263_E01009263",1609,1609,1609,1,1,"U"
"E01009264","E01009264","E01009264_E01009264",1850,1850,1850,1,1,"U"
"E01009265","E01009265","E01009265_E01009265",1829,1829,1829,1,1,"U"
"E01009266","E01009266","E01009266_E01009266",1766,1766,1766,1,1,"U"
"E01009267","E01009267","E01009267_E01009267",1785,1785,1785,1,1,"U"
"E01009268","E01009268","E01009268_E01009268",1470,1470,1470,1,1,"U"
"E01009269","E01009269","E01009269_E01009269",1473,1473,1473,1,1,"U"
"E01009270","E01009270","E01009270_E01009270",2019,2019,2019,1,1,"U"
"E01009271","E01009271","E01009271_E01009271",1623,1623,1623,1,1,"U"
"E01009272","E01009272","E01009272_E01009272",1399,1399,1399,1,1,"U"
"E01009273","E01009273","E01009273_E01009273",1595,1595,1595,1,1,"U"
"E01009274","E01009274","E01009274_E01009274",2068,2068,2068,1,1,"U"
"E01009275","E01009275","E01009275_E01009275",1788,1788,1788,1,1,"U"
"E01009276","E01009276","E01009276_E01009276",1652,1652,1652,1,1,"U"
"E01009278","E01009278","E01009278_E01009278",1734,1734,1734,1,1,"U"
"E01009279","E01009279","E01009279_E01009279",1583,1583,1583,1,1,"U"
"E01009280","E01009280","E01009280_E01009280",1748,1748,1748,1,1,"U"
"E01009281","E01009281","E01009281_E01009281",1566,1566,1566,1,1,"U"
"E01009282","E01009282","E01009282_E01009282",1708,1708,1708,1,1,"U"
"E01009283","E01009283","E01009283_E01009283",1766,1766,1766,1,1,"U"
"E01009284","E01009284","E01009284_E01009284",4306,4306,4306,1,1,"U"
"E01009286","E01009286","E01009286_E01009286",2408,2408,2408,1,1,"U"
"E01009288","E01009288","E01009288_E01009288",1340,1340,1340,1,1,"U"
"E01009289","E01009289","E01009289_E01009289",2517,2517,2517,1,1,"U"
"E01009290","E01009290","E01009290_E01009290",2440,2440,2440,1,1,"U"
"E01009291","E01009291","E01009291_E01009291",1473,1473,1473,1,1,"U"
"E01009292","E01009292","E01009292_E01009292",1572,1572,1572,1,1,"U"
"E01009293","E01009293","E01009293_E01009293",1539,1539,1539,1,1,"U"
"E01009294","E01009294","E01009294_E01009294",1933,1933,1933,1,1,"U"
"E01009295","E01009295","E01009295_E01009295",1671,1671,1671,1,1,"U"
"E01009296","E01009296","E01009296_E01009296",1503,1503,1503,1,1,"U"
"E01009297","E01009297","E01009297_E01009297",1935,1935,1935,1,1,"U"
"E01009298","E01009298","E01009298_E01009298",1634,1634,1634,1,1,"U"
"E01009299","E01009299","E01009299_E01009299",1578,1578,1578,1,1,"U"
"E01009300","E01009300","E01009300_E01009300",1839,1839,1839,1,1,"U"
"E01009301","E01009301","E01009301_E01009301",1648,1648,1648,1,1,"U"
"E01009302","E01009302","E01009302_E01009302",1496,1496,1496,1,1,"U"
"E01009303","E01009303","E01009303_E01009303",1509,1509,1509,1,1,"U"
"E01009304","E01009304","E01009304_E01009304",1826,1826,1826,1,1,"U"
"E01009305","E01009305","E01009305_E01009305",1669,1669,1669,1,1,"U"
"E01009306","E01009306","E01009306_E01009306",1725,1725,1725,1,1,"U"
"E01009307","E01009307","E01009307_E01009307",1572,1572,1572,1,1,"U"
"E01009308","E01009308","E01009308_E01009308",1902,1902,1902,1,1,"U"
"E01009309","E01009309","E01009309_E01009309",1799,1799,1799,1,1,"U"
"E01009310","E01009310","E01009310_E01009310",1979,1979,1979,1,1,"U"
"E01009311","E01009311","E01009311_E01009311",1613,1613,1613,1,1,"U"
"E01009312","E01009312","E01009312_E01009312",1591,1591,1591,1,1,"U"
"E01009313","E01009313","E01009313_E01009313",1663,1663,1663,1,1,"U"
"E01009314","E01009314","E01009314_E01009314",1893,1893,1893,1,1,"U"
"E01009315","E01009315","E01009315_E01009315",1719,1719,1719,1,1,"U"
"E01009316","E01009316","E01009316_E01009316",1889,1889,1889,1,1,"U"
"E01009317","E01009317","E01009317_E01009317",2150,2150,2150,1,1,"U"
"E01009318","E01009318","E01009318_E01009318",1451,1451,1451,1,1,"U"
"E01009319","E01009319","E01009319_E01009319",1549,1549,1549,1,1,"U"
"E01009320","E01009320","E01009320_E01009320",1640,1640,1640,1,1,"U"
"E01009321","E01009321","E01009321_E01009321",1918,1918,1918,1,1,"U"
"E01009322","E01009322","E01009322_E01009322",1781,1781,1781,1,1,"U"
"E01009323","E01009323","E01009323_E01009323",1875,1875,1875,1,1,"U"
"E01009324","E01009324","E01009324_E01009324",1732,1732,1732,1,1,"U"
"E01009325","E01009325","E01009325_E01009325",1995,1995,1995,1,1,"U"
"E01009326","E01009326","E01009326_E01009326",2121,2121,2121,1,1,"U"
"E01009327","E01009327","E01009327_E01009327",1668,1668,1668,1,1,"U"
"E01009328","E01009328","E01009328_E01009328",2423,2423,2423,1,1,"U"
"E01009329","E01009329","E01009329_E01009329",2645,2645,2645,1,1,"U"
"E01009331","E01009331","E01009331_E01009331",2438,2438,2438,1,1,"U"
"E01009332","E01009332","E01009332_E01009332",1928,1928,1928,1,1,"U"
"E01009333","E01009333","E01009333_E01009333",1617,1617,1617,1,1,"U"
"E01009334","E01009334","E01009334_E01009334",1843,1843,1843,1,1,"U"
"E01009335","E01009335","E01009335_E01009335",1977,1977,1977,1,1,"U"
"E01009337","E01009337","E01009337_E01009337",1979,1979,1979,1,1,"U"
"E01009338","E01009338","E01009338_E01009338",1809,1809,1809,1,1,"U"
"E01009339","E01009339","E01009339_E01009339",1660,1660,1660,1,1,"U"
"E01009340","E01034952","E01009340_E01034952",1297,3031,1297,1,0.427911580336523,"S"
"E01009340","E01034954","E01009340_E01034954",1734,3031,1734,1,0.572088419663477,"S"
"E01009341","E01009341","E01009341_E01009341",1653,1653,1653,1,1,"U"
"E01009342","E01009342","E01009342_E01009342",1851,1851,1851,1,1,"U"
"E01009343","E01009343","E01009343_E01009343",1818,1818,1818,1,1,"U"
"E01009344","E01009344","E01009344_E01009344",1836,1836,1836,1,1,"U"
"E01009345","E01009345","E01009345_E01009345",2097,2097,2097,1,1,"U"
"E01009346","E01009346","E01009346_E01009346",1741,1741,1741,1,1,"U"
"E01009347","E01009347","E01009347_E01009347",1580,1580,1580,1,1,"U"
"E01009348","E01009348","E01009348_E01009348",2049,2049,2049,1,1,"U"
"E01009349","E01009349","E01009349_E01009349",1674,1674,1674,1,1,"U"
"E01009350","E01009350","E01009350_E01009350",1630,1630,1630,1,1,"U"
"E01009351","E01009351","E01009351_E01009351",1717,1717,1717,1,1,"U"
"E01009352","E01009352","E01009352_E01009352",1813,1813,1813,1,1,"U"
"E01009353","E01009353","E01009353_E01009353",1715,1715,1715,1,1,"U"
"E01009354","E01009354","E01009354_E01009354",1558,1558,1558,1,1,"U"
"E01009355","E01009355","E01009355_E01009355",1443,1443,1443,1,1,"U"
"E01009358","E01009358","E01009358_E01009358",2245,2245,2245,1,1,"U"
"E01009359","E01009359","E01009359_E01009359",2059,2059,2059,1,1,"U"
"E01009360","E01009360","E01009360_E01009360",2843,2843,2843,1,1,"U"
"E01009361","E01009361","E01009361_E01009361",2179,2179,2179,1,1,"U"
"E01009362","E01009362","E01009362_E01009362",1407,1407,1407,1,1,"U"
"E01009363","E01009363","E01009363_E01009363",1796,1796,1796,1,1,"U"
"E01009364","E01009364","E01009364_E01009364",1684,1684,1684,1,1,"U"
"E01009365","E01009365","E01009365_E01009365",1857,1857,1857,1,1,"U"
"E01009366","E01009366","E01009366_E01009366",1708,1708,1708,1,1,"U"
"E01009367","E01009367","E01009367_E01009367",1790,1790,1790,1,1,"U"
"E01009368","E01009368","E01009368_E01009368",1512,1512,1512,1,1,"U"
"E01009371","E01009371","E01009371_E01009371",1974,1974,1974,1,1,"U"
"E01009372","E01009372","E01009372_E01009372",1743,1743,1743,1,1,"U"
"E01009373","E01009373","E01009373_E01009373",1752,1752,1752,1,1,"U"
"E01009374","E01009374","E01009374_E01009374",1217,1217,1217,1,1,"U"
"E01009375","E01009375","E01009375_E01009375",1962,1962,1962,1,1,"U"
"E01009376","E01009376","E01009376_E01009376",1551,1551,1551,1,1,"U"
"E01009377","E01009377","E01009377_E01009377",1477,1477,1477,1,1,"U"
"E01009378","E01034946","E01009378_E01034946",1049,2618,1049,1,0.400687547746371,"S"
"E01009378","E01034947","E01009378_E01034947",1569,2618,1569,1,0.599312452253629,"S"
"E01009379","E01009379","E01009379_E01009379",1895,1895,1895,1,1,"U"
"E01009380","E01009380","E01009380_E01009380",1851,1851,1851,1,1,"U"
"E01009382","E01009382","E01009382_E01009382",1859,1859,1859,1,1,"U"
"E01009383","E01009383","E01009383_E01009383",1395,1395,1395,1,1,"U"
"E01009384","E01009384","E01009384_E01009384",1357,1357,1357,1,1,"U"
"E01009385","E01009385","E01009385_E01009385",1180,1180,1180,1,1,"U"
"E01009389","E01009389","E01009389_E01009389",1883,1883,1883,1,1,"U"
"E01009390","E01009390","E01009390_E01009390",1595,1595,1595,1,1,"U"
"E01009391","E01009391","E01009391_E01009391",1918,1918,1918,1,1,"U"
"E01009392","E01009392","E01009392_E01009392",1748,1748,1748,1,1,"U"
"E01009393","E01009393","E01009393_E01009393",1799,1799,1799,1,1,"U"
"E01009394","E01009394","E01009394_E01009394",1741,1741,1741,1,1,"U"
"E01009395","E01009395","E01009395_E01009395",1698,1698,1698,1,1,"U"
"E01009396","E01009396","E01009396_E01009396",2304,2304,2304,1,1,"U"
"E01009397","E01009397","E01009397_E01009397",1746,1746,1746,1,1,"U"
"E01009399","E01009399","E01009399_E01009399",1639,1639,1639,1,1,"U"
"E01009400","E01009400","E01009400_E01009400",1681,1681,1681,1,1,"U"
"E01009401","E01009401","E01009401_E01009401",1854,1854,1854,1,1,"U"
"E01009403","E01009403","E01009403_E01009403",1565,1565,1565,1,1,"U"
"E01009404","E01009404","E01009404_E01009404",1604,1604,1604,1,1,"U"
"E01009405","E01009405","E01009405_E01009405",1488,1488,1488,1,1,"U"
"E01009406","E01009406","E01009406_E01009406",1741,1741,1741,1,1,"U"
"E01009407","E01009407","E01009407_E01009407",1679,1679,1679,1,1,"U"
"E01009408","E01009408","E01009408_E01009408",1831,1831,1831,1,1,"U"
"E01009409","E01009409","E01009409_E01009409",1870,1870,1870,1,1,"U"
"E01009410","E01009410","E01009410_E01009410",1893,1893,1893,1,1,"U"
"E01009411","E01009411","E01009411_E01009411",1902,1902,1902,1,1,"U"
"E01009412","E01009412","E01009412_E01009412",1793,1793,1793,1,1,"U"
"E01009413","E01009413","E01009413_E01009413",1771,1771,1771,1,1,"U"
"E01009414","E01009414","E01009414_E01009414",2389,2389,2389,1,1,"U"
"E01009415","E01009415","E01009415_E01009415",1752,1752,1752,1,1,"U"
"E01009416","E01009416","E01009416_E01009416",2802,2802,2802,1,1,"U"
"E01009417","E01009417","E01009417_E01009417",1608,1608,1608,1,1,"U"
"E01009418","E01009418","E01009418_E01009418",1587,1587,1587,1,1,"U"
"E01009419","E01009419","E01009419_E01009419",1442,1442,1442,1,1,"U"
"E01009420","E01009420","E01009420_E01009420",1714,1714,1714,1,1,"U"
"E01009421","E01009421","E01009421_E01009421",1638,1638,1638,1,1,"U"
"E01009422","E01009422","E01009422_E01009422",2026,2026,2026,1,1,"U"
"E01009423","E01009423","E01009423_E01009423",1663,1663,1663,1,1,"U"
"E01009424","E01009424","E01009424_E01009424",1605,1605,1605,1,1,"U"
"E01009425","E01009425","E01009425_E01009425",1715,1715,1715,1,1,"U"
"E01009426","E01009426","E01009426_E01009426",1458,1458,1458,1,1,"U"
"E01009427","E01009427","E01009427_E01009427",1470,1470,1470,1,1,"U"
"E01009428","E01009428","E01009428_E01009428",1672,1672,1672,1,1,"U"
"E01009429","E01009429","E01009429_E01009429",1499,1499,1499,1,1,"U"
"E01009430","E01009430","E01009430_E01009430",1720,1720,1720,1,1,"U"
"E01009431","E01009431","E01009431_E01009431",1695,1695,1695,1,1,"U"
"E01009432","E01009432","E01009432_E01009432",1452,1452,1452,1,1,"U"
"E01009433","E01009433","E01009433_E01009433",1804,1804,1804,1,1,"U"
"E01009434","E01009434","E01009434_E01009434",1642,1642,1642,1,1,"U"
"E01009435","E01009435","E01009435_E01009435",1666,1666,1666,1,1,"U"
"E01009436","E01009436","E01009436_E01009436",1413,1413,1413,1,1,"U"
"E01009437","E01009437","E01009437_E01009437",1777,1777,1777,1,1,"U"
"E01009438","E01009438","E01009438_E01009438",1356,1356,1356,1,1,"U"
